Brand,Model,Year,Kilometer Driven (km),Fuel Type,Transmission Type,Location,Price (INR)
Ford,EcoSport,2000,105547,Diesel,Automatic,Ahmedabad,50000.0
Maruti Suzuki,Dzire,2023,141521,Petrol,Automatic,New Delhi,598771.85
Honda,City,2024,57262,Electric,Manual,New Delhi,1000000.0
Tata,Nexon,2012,38746,Petrol,Automatic,New Delhi,264188.1
Toyota,Innova,2013,148177,CNG,Manual,Kolkata,947773.45
Honda,City,2000,23183,Diesel,Automatic,Ahmedabad,50000.0
Tata,Harrier,2023,152520,Electric,Manual,Kolkata,1577122.0
Maruti Suzuki,Swift,2001,98249,Electric,Manual,Bangalore,50000.0
Hyundai,Elantra,2011,106248,Diesel,Manual,Chennai,584062.8
BMW,3 Series,2012,154442,Petrol,Manual,Kolkata,3346833.7
BMW,M3,2016,75651,CNG,Automatic,Kolkata,7058652.35
Hyundai,Verna,2017,99930,Diesel,Manual,Chennai,435010.5
Toyota,Corolla,2016,61124,CNG,Automatic,New Delhi,740831.4
Mercedes,S-Class,2005,48727,Diesel,Manual,Hyderabad,9012690.95
Maruti Suzuki,Swift,2011,157855,CNG,Manual,New Delhi,50000.0
Toyota,Fortuner,2001,118430,CNG,Automatic,Pune,2252235.5
Mercedes,S-Class,2013,82674,CNG,Manual,Chennai,9407598.9
Nissan,Terrano,2015,149587,CNG,Automatic,Bangalore,827561.95
Hyundai,Creta,2007,109518,Electric,Manual,Kolkata,583572.3
Mercedes,E-Class,2008,108843,Diesel,Manual,Mumbai,5733673.55
Nissan,Magnite,2005,10534,CNG,Automatic,Chennai,50000.0
Audi,Q5,2011,53929,Electric,Automatic,Ahmedabad,5291910.65
Ford,Fiesta,2016,166640,Diesel,Manual,Kolkata,105004.0
Audi,Q5,2014,23113,Petrol,Automatic,Hyderabad,5416533.05
Tata,Harrier,2000,23054,Diesel,Manual,Ahmedabad,466541.9
Nissan,Kicks,2002,56261,Petrol,Manual,Ahmedabad,50000.0
Mercedes,C-Class,2007,32521,Electric,Automatic,Hyderabad,4075121.85
Mercedes,C-Class,2015,17147,Petrol,Automatic,Ahmedabad,4447427.95
Maruti Suzuki,Swift,2006,25123,CNG,Manual,Chennai,50000.0
BMW,X5,2023,78139,Diesel,Automatic,Hyderabad,7838279.15
Ford,Endeavour,2008,55946,Diesel,Manual,Bangalore,2191608.1
Honda,City,2008,156509,Electric,Manual,Bangalore,126523.65
Toyota,Corolla,2010,72354,Electric,Manual,New Delhi,469146.9
Maruti Suzuki,Swift,2003,138893,Petrol,Manual,Hyderabad,50000.0
Honda,Jazz,2016,114698,CNG,Manual,New Delhi,302795.3
Toyota,Innova,2013,54872,Petrol,Automatic,Kolkata,991769.2
Maruti Suzuki,Dzire,2007,19922,Diesel,Automatic,Pune,50000.0
Nissan,Magnite,2003,49740,Diesel,Manual,Chennai,50000.0
Audi,Q5,2016,60495,Petrol,Manual,Mumbai,5540925.75
Nissan,Kicks,2013,140192,CNG,Automatic,Pune,548971.2
Toyota,Innova,2015,192487,CNG,Automatic,Pune,1101126.95
Tata,Nexon,2006,172857,Electric,Manual,Chennai,50000.0
Maruti Suzuki,Dzire,2016,73025,Petrol,Automatic,Mumbai,189046.25
Audi,Q5,2015,117624,Electric,Manual,Pune,5432356.4
BMW,3 Series,2012,182263,Electric,Automatic,Chennai,3322660.55
BMW,3 Series,2024,156225,Electric,Manual,Kolkata,3926566.25
BMW,3 Series,2024,120469,Electric,Automatic,Kolkata,3951929.65
Honda,Jazz,2020,52186,Petrol,Manual,Hyderabad,492172.1
Nissan,Magnite,2002,120487,Electric,Manual,Ahmedabad,50000.0
Hyundai,Creta,2014,34324,Petrol,Manual,Pune,964851.4
Honda,City,2000,174704,Diesel,Automatic,New Delhi,50000.0
Nissan,Terrano,2004,128403,Petrol,Automatic,Mumbai,250739.55
Honda,City,2007,138284,Electric,Automatic,New Delhi,79257.4
Toyota,Innova,2012,154186,Electric,Manual,Bangalore,956872.1
Maruti Suzuki,Swift,2013,17179,Diesel,Manual,Ahmedabad,50000.0
BMW,M3,2022,55910,CNG,Manual,Hyderabad,7311613.5
Nissan,Magnite,2010,121325,CNG,Automatic,Bangalore,50000.0
Ford,EcoSport,2006,103713,CNG,Manual,Bangalore,50000.0
Maruti Suzuki,Swift,2011,107888,Electric,Manual,Ahmedabad,50000.0
Ford,Endeavour,2017,33236,CNG,Automatic,Ahmedabad,2545014.6
BMW,X5,2009,128978,Electric,Manual,Hyderabad,7160653.3
BMW,M3,2016,73842,Electric,Automatic,Chennai,7058923.7
Hyundai,Creta,2000,110183,Electric,Manual,Mumbai,303472.55
Toyota,Fortuner,2014,84523,Electric,Manual,New Delhi,2987321.55
Honda,Civic,2012,94845,Petrol,Manual,Pune,55773.25
Toyota,Corolla,2024,90462,Petrol,Automatic,Bangalore,1186430.7
Hyundai,Verna,2022,186717,Diesel,Automatic,Ahmedabad,701992.45
Nissan,Kicks,2011,164586,Electric,Manual,Pune,495312.1
Honda,Jazz,2015,86129,Electric,Manual,Kolkata,207080.65
Honda,Civic,2021,77934,Electric,Automatic,Mumbai,538309.9
Ford,EcoSport,2021,163389,Electric,Automatic,New Delhi,645491.65
BMW,X5,2013,198653,Electric,Manual,Kolkata,7420202.05
Mercedes,E-Class,2000,139645,Electric,Automatic,Hyderabad,5249053.25
Nissan,Terrano,2007,160501,Electric,Manual,New Delhi,425924.85
Maruti Suzuki,Swift,2020,176943,Electric,Automatic,Hyderabad,323458.55
Audi,A4,2003,130423,Petrol,Manual,Mumbai,3400436.55
Toyota,Innova,2000,8229,Electric,Automatic,Bangalore,428765.65
Mercedes,E-Class,2008,57825,Electric,Manual,Pune,5591326.25
Toyota,Innova,2016,72365,Diesel,Manual,New Delhi,1189145.25
Toyota,Fortuner,2007,150365,Electric,Manual,Hyderabad,2597445.25
Toyota,Corolla,2010,59868,CNG,Automatic,Hyderabad,441019.8
Toyota,Innova,2004,45948,CNG,Manual,Hyderabad,493107.8
Maruti Suzuki,Dzire,2002,73504,Petrol,Manual,Ahmedabad,50000.0
BMW,3 Series,2014,74518,Electric,Manual,Ahmedabad,3468822.3
BMW,M3,2015,186624,Petrol,Manual,Mumbai,7042006.4
Audi,Q5,2009,110544,Electric,Automatic,Kolkata,5163418.4
Toyota,Corolla,2021,70915,Electric,Manual,Bangalore,1059362.75
Nissan,Magnite,2003,157128,Petrol,Manual,Chennai,50000.0
Maruti Suzuki,Vitara Brezza,2005,82111,CNG,Manual,Bangalore,50000.0
Hyundai,Elantra,2000,90677,Petrol,Manual,Bangalore,106398.45
Honda,Civic,2007,5964,Diesel,Manual,Chennai,50000.0
Honda,City,2008,123025,Electric,Automatic,Bangalore,211546.25
Toyota,Corolla,2009,146487,Electric,Automatic,Pune,398026.95
Ford,Endeavour,2021,28382,Petrol,Manual,Pune,2795742.7
Maruti Suzuki,Vitara Brezza,2007,169119,Diesel,Automatic,Mumbai,50000.0
Nissan,Magnite,2012,29314,Diesel,Automatic,Chennai,50000.0
Toyota,Corolla,2015,103886,Petrol,Manual,Ahmedabad,654417.1
Tata,Altroz,2021,117677,Petrol,Automatic,New Delhi,452348.45
Honda,Jazz,2017,53393,Petrol,Automatic,Mumbai,371991.05
Audi,A4,2024,15146,Electric,Automatic,Mumbai,4467728.1
Toyota,Innova,2022,199932,Diesel,Automatic,Mumbai,1440010.2
Honda,Jazz,2018,40928,CNG,Automatic,Bangalore,463860.8
Toyota,Fortuner,2001,153157,Electric,Automatic,Mumbai,2357026.45
Audi,A6,2016,83674,Diesel,Manual,Bangalore,5037448.9
Ford,EcoSport,2001,28930,Electric,Automatic,Chennai,50000.0
Audi,A4,2014,65286,Petrol,Automatic,New Delhi,4010207.1
Mercedes,S-Class,2003,103954,Electric,Automatic,Kolkata,8934406.9
Maruti Suzuki,Swift,2019,7275,Electric,Automatic,Hyderabad,298908.75
Nissan,Terrano,2010,196287,Petrol,Automatic,Mumbai,550556.95
Tata,Nexon,2011,173511,Electric,Automatic,Mumbai,173973.35
Hyundai,Creta,2023,170797,Diesel,Manual,Hyderabad,1354380.45
Mercedes,S-Class,2006,77029,Diesel,Automatic,Chennai,9038445.65
BMW,X5,2002,127973,Diesel,Manual,Hyderabad,6810804.05
Hyundai,Verna,2000,23989,CNG,Automatic,Hyderabad,50000.0
Ford,Fiesta,2013,91188,CNG,Automatic,Mumbai,66321.8
Tata,Harrier,2014,60295,CNG,Manual,Kolkata,1120955.75
BMW,X5,2018,188569,Petrol,Manual,Chennai,7621714.65
Audi,A6,2005,16141,Electric,Automatic,Chennai,4517578.85
Toyota,Fortuner,2006,163206,CNG,Automatic,Hyderabad,2545519.1
Audi,A4,2018,87495,Petrol,Manual,Hyderabad,4136875.75
Audi,A6,2021,111901,Diesel,Automatic,Mumbai,5353214.85
Nissan,Terrano,2015,25418,CNG,Automatic,Chennai,766187.3
Tata,Harrier,2010,15780,CNG,Automatic,Chennai,897633.0
Ford,EcoSport,2011,115005,Electric,Manual,Mumbai,132749.25
BMW,M3,2006,88034,CNG,Automatic,Pune,6486794.9
Ford,Fiesta,2011,146598,Diesel,Automatic,Kolkata,50000.0
Audi,A4,2014,155588,Petrol,Manual,Ahmedabad,3876661.8
Hyundai,Verna,2017,20872,Diesel,Manual,Bangalore,526869.2
Honda,City,2014,76845,Diesel,Manual,Kolkata,408473.25
Toyota,Fortuner,2000,162538,CNG,Manual,Chennai,2245619.3
Maruti Suzuki,Swift,2011,40387,Diesel,Automatic,Chennai,50000.0
Honda,City,2005,102420,Diesel,Manual,Ahmedabad,50000.0
Nissan,Magnite,2009,134497,Petrol,Automatic,Bangalore,50000.0
Tata,Altroz,2021,32121,Petrol,Automatic,Ahmedabad,395181.85
Honda,Jazz,2009,93113,Diesel,Manual,Chennai,50000.0
Tata,Altroz,2014,80509,Petrol,Automatic,Hyderabad,57923.65
BMW,M3,2000,39848,Electric,Manual,Hyderabad,6244022.8
Mercedes,C-Class,2005,48171,Petrol,Manual,Ahmedabad,3992774.35
Mercedes,E-Class,2022,190151,Petrol,Manual,Chennai,6341477.35
Hyundai,Creta,2011,19929,CNG,Automatic,Hyderabad,817010.65
Tata,Harrier,2011,154352,Electric,Automatic,Ahmedabad,1006847.2
Hyundai,Creta,2024,78159,CNG,Automatic,Hyderabad,1468276.15
Honda,Civic,2018,134753,Electric,Manual,Kolkata,359787.05
Maruti Suzuki,Swift,2013,94752,Petrol,Automatic,Hyderabad,50000.0
Hyundai,Creta,2017,122261,Petrol,Manual,Kolkata,1081660.85
BMW,X5,2000,123552,Electric,Manual,Mumbai,6811467.2
Mercedes,C-Class,2024,181744,Petrol,Manual,Bangalore,4992738.4
Honda,Civic,2001,169678,Electric,Automatic,New Delhi,50000.0
Nissan,Kicks,2003,60638,Diesel,Automatic,Kolkata,50000.0
Nissan,Terrano,2003,82937,Diesel,Automatic,New Delhi,237559.45
Audi,Q5,2016,174868,CNG,Automatic,Bangalore,5523769.8
Nissan,Magnite,2012,21405,CNG,Manual,Kolkata,50000.0
Audi,A6,2017,129633,Electric,Automatic,Mumbai,5130555.05
Nissan,Magnite,2021,68192,Petrol,Automatic,Kolkata,389771.2
Ford,EcoSport,2015,134103,Diesel,Automatic,Mumbai,349884.55
BMW,X5,2000,16537,Diesel,Manual,Ahmedabad,6747519.45
Audi,Q5,2022,73587,Electric,Automatic,Bangalore,5908961.95
Toyota,Innova,2008,174136,Electric,Manual,New Delhi,773879.6
Honda,City,2018,61859,Electric,Automatic,Hyderabad,670721.15
Hyundai,Elantra,2002,169319,Diesel,Automatic,Bangalore,174602.15
Mercedes,E-Class,2024,109035,Diesel,Manual,Kolkata,6433644.75
Mercedes,E-Class,2009,5455,CNG,Manual,Kolkata,5699181.75
Mercedes,E-Class,2020,189537,Electric,Manual,New Delhi,6321569.45
BMW,M3,2023,153533,Electric,Automatic,Hyderabad,7346970.05
Ford,EcoSport,2013,150701,Diesel,Manual,Ahmedabad,227394.85
Audi,A6,2021,48092,Electric,Manual,Hyderabad,5262786.2
Ford,Fiesta,2007,94501,Petrol,Automatic,Ahmedabad,50000.0
Toyota,Corolla,2005,69199,Electric,Manual,Mumbai,209620.15
Mercedes,S-Class,2013,134422,CNG,Manual,Bangalore,9429836.7
Hyundai,Elantra,2021,124285,Petrol,Manual,Pune,1101357.25
Toyota,Innova,2006,130786,Petrol,Manual,Kolkata,580382.1
Maruti Suzuki,Dzire,2010,87110,Petrol,Automatic,Chennai,50000.0
Toyota,Innova,2003,104004,Diesel,Automatic,Mumbai,534399.4
Maruti Suzuki,Dzire,2002,174730,CNG,Automatic,New Delhi,50000.0
Tata,Altroz,2014,167396,Petrol,Automatic,Pune,50000.0
Hyundai,Verna,2014,6968,CNG,Automatic,Pune,298954.8
Toyota,Corolla,2012,16926,CNG,Automatic,Bangalore,547461.1
Nissan,Terrano,2016,199097,Electric,Automatic,Kolkata,820135.45
Mercedes,S-Class,2000,140604,CNG,Automatic,New Delhi,8748909.4
Tata,Harrier,2005,171515,Diesel,Automatic,Kolkata,674272.75
Maruti Suzuki,Swift,2006,137397,Electric,Manual,Ahmedabad,50000.0
Nissan,Terrano,2023,163409,CNG,Manual,Pune,1145488.65
Ford,Fiesta,2010,88655,CNG,Manual,Bangalore,50000.0
Nissan,Kicks,2017,76375,CNG,Automatic,Hyderabad,788543.75
Honda,City,2012,173341,Diesel,Manual,New Delhi,393998.85
Honda,City,2023,123433,Electric,Automatic,Ahmedabad,851485.05
Toyota,Innova,2014,163440,Electric,Automatic,Hyderabad,975484.0
Ford,EcoSport,2005,126101,Electric,Manual,Pune,50000.0
Toyota,Innova,2016,48398,CNG,Manual,Kolkata,1162740.3
Toyota,Innova,2000,34754,Diesel,Automatic,Chennai,294786.9
BMW,3 Series,2003,161372,CNG,Automatic,Hyderabad,2905794.2
Toyota,Innova,2009,178075,Petrol,Manual,Pune,773288.75
Audi,A4,2010,62091,Petrol,Manual,Mumbai,3790686.35
Nissan,Terrano,2008,128721,CNG,Manual,New Delhi,480691.85
Audi,A6,2005,142357,Diesel,Manual,Kolkata,4498646.45
BMW,3 Series,2022,197827,Petrol,Manual,Pune,3850325.95
Nissan,Magnite,2010,155559,Electric,Manual,Hyderabad,50000.0
Nissan,Magnite,2007,77007,Petrol,Automatic,Kolkata,50000.0
Audi,Q5,2008,164902,Electric,Manual,New Delhi,5195264.7
Mercedes,C-Class,2012,68417,Petrol,Automatic,Pune,4389737.45
Mercedes,C-Class,2017,165207,CNG,Automatic,Pune,4525218.95
Ford,EcoSport,2020,69540,CNG,Automatic,Hyderabad,539569.0
Honda,City,2000,199172,CNG,Manual,Ahmedabad,50000.0
Toyota,Innova,2016,188775,Petrol,Automatic,Bangalore,1171683.75
Mercedes,C-Class,2001,119106,Petrol,Automatic,Chennai,3782134.1
Audi,A4,2010,138747,CNG,Automatic,Bangalore,3729187.95
Mercedes,S-Class,2007,65491,CNG,Automatic,Bangalore,9110176.35
Nissan,Terrano,2020,168249,Electric,Automatic,Chennai,994762.65
Maruti Suzuki,Dzire,2011,160095,Diesel,Manual,Pune,50000.0
Mercedes,E-Class,2021,126748,Diesel,Automatic,Chennai,6230987.8
Mercedes,E-Class,2014,153107,CNG,Manual,Bangalore,5947033.95
BMW,X5,2005,89054,Diesel,Automatic,Chennai,6936641.9
Mercedes,E-Class,2011,173319,Electric,Manual,Chennai,5724002.15
Toyota,Innova,2005,81770,Electric,Automatic,Mumbai,667734.5
Hyundai,Verna,2023,92176,Electric,Manual,Kolkata,786173.6
Tata,Nexon,2014,63913,Diesel,Manual,Ahmedabad,310413.05
Nissan,Kicks,2011,68169,Diesel,Manual,New Delhi,569774.65
Nissan,Magnite,2017,44308,Electric,Manual,Pune,163353.8
Tata,Harrier,2020,8093,CNG,Manual,Hyderabad,1468786.05
Maruti Suzuki,Dzire,2018,7989,Diesel,Automatic,Ahmedabad,298801.65
Toyota,Corolla,2001,138816,Petrol,Manual,Pune,50000.0
Tata,Altroz,2006,61412,CNG,Automatic,Mumbai,50000.0
Tata,Nexon,2012,174332,Diesel,Automatic,Pune,243850.2
Honda,Civic,2003,150604,Diesel,Automatic,Kolkata,50000.0
Audi,A6,2022,29901,Diesel,Automatic,Mumbai,5365514.85
Toyota,Innova,2001,188349,Electric,Manual,Ahmedabad,341747.65
Nissan,Kicks,2024,65624,Diesel,Manual,Pune,1160156.4
Tata,Harrier,2015,180919,Petrol,Manual,Mumbai,1242862.15
Maruti Suzuki,Swift,2010,102060,Petrol,Manual,Mumbai,50000.0
BMW,X5,2001,168628,Electric,Automatic,Pune,6774705.8
Toyota,Innova,2021,71408,Petrol,Manual,New Delhi,1389288.8
Ford,Endeavour,2016,99177,Petrol,Manual,Chennai,2555123.45
Ford,Fiesta,2015,191334,CNG,Automatic,Kolkata,101299.9
Toyota,Fortuner,2004,176132,Diesel,Manual,Bangalore,2443580.2
Hyundai,Verna,2010,104252,CNG,Manual,Mumbai,214362.2
Audi,A4,2005,87374,CNG,Automatic,Chennai,3516893.9
Nissan,Terrano,2017,143689,Petrol,Manual,Ahmedabad,908446.65
Tata,Altroz,2020,140183,CNG,Automatic,Kolkata,278972.55
Toyota,Innova,2016,19743,Diesel,Automatic,New Delhi,1147038.55
Nissan,Magnite,2017,25589,CNG,Automatic,Chennai,246161.65
Audi,A6,2016,172323,Petrol,Manual,Hyderabad,4994151.55
Hyundai,Elantra,2014,46493,Diesel,Manual,Kolkata,713026.05
Hyundai,Elantra,2001,83116,CNG,Manual,Kolkata,57532.6
BMW,3 Series,2005,189574,Petrol,Manual,Mumbai,3021563.9
Tata,Altroz,2006,122401,CNG,Automatic,Pune,50000.0
Audi,Q5,2004,73561,Petrol,Automatic,Chennai,4988965.85
Audi,Q5,2015,119632,Petrol,Automatic,Pune,5432055.2
Tata,Altroz,2010,39510,CNG,Manual,Chennai,50000.0
Ford,EcoSport,2018,71638,Petrol,Manual,Pune,439254.3
Toyota,Fortuner,2021,161639,Diesel,Automatic,Mumbai,3325754.15
Tata,Nexon,2016,162556,CNG,Manual,Ahmedabad,375616.6
Maruti Suzuki,Vitara Brezza,2014,129628,Electric,Manual,Hyderabad,230555.8
Mercedes,C-Class,2011,161722,Diesel,Manual,Chennai,4305741.7
Ford,EcoSport,2019,160613,CNG,Automatic,Bangalore,475908.05
Ford,EcoSport,2022,153898,Petrol,Manual,Ahmedabad,626915.3
Toyota,Corolla,2022,17455,Diesel,Automatic,Ahmedabad,1097381.75
Toyota,Innova,2010,98687,Diesel,Manual,New Delhi,885196.95
Hyundai,Elantra,2006,80182,Diesel,Manual,New Delhi,387972.7
Toyota,Innova,2024,113745,Petrol,Automatic,Mumbai,1600000.0
Mercedes,E-Class,2012,19796,CNG,Manual,Chennai,5897030.6
Audi,Q5,2021,122987,CNG,Automatic,Mumbai,5781551.95
Toyota,Fortuner,2009,135616,Petrol,Automatic,Kolkata,2649657.6
Toyota,Corolla,2020,23494,Petrol,Automatic,Hyderabad,926475.9
Nissan,Kicks,2024,184991,Petrol,Manual,Mumbai,1200000.0
Nissan,Kicks,2006,155638,CNG,Manual,Pune,176654.3
Maruti Suzuki,Dzire,2011,119980,Petrol,Automatic,Ahmedabad,50000.0
Maruti Suzuki,Dzire,2007,69028,Electric,Automatic,Pune,50000.0
Honda,Civic,2003,151666,Petrol,Automatic,Pune,50000.0
Ford,Fiesta,2010,71069,Electric,Manual,Pune,50000.0
BMW,X5,2002,192226,Electric,Automatic,Pune,6771166.1
Ford,Fiesta,2005,140940,Electric,Automatic,Kolkata,50000.0
Ford,Endeavour,2006,172898,Petrol,Manual,Kolkata,2054065.3
Toyota,Innova,2016,57022,Electric,Manual,Mumbai,1191446.7
Hyundai,Verna,2011,73440,CNG,Automatic,New Delhi,208984.0
Ford,Endeavour,2003,152920,Electric,Manual,Chennai,1857062.0
Tata,Harrier,2006,115409,Electric,Automatic,Pune,712688.65
BMW,M3,2013,199802,Diesel,Automatic,Hyderabad,6820029.7
Toyota,Fortuner,2023,35080,CNG,Automatic,Bangalore,3444738.0
Mercedes,E-Class,2005,8068,Petrol,Manual,Mumbai,5568789.8
Audi,A6,2016,185846,Electric,Automatic,Mumbai,5022123.1
Honda,City,2012,46991,Electric,Manual,Kolkata,362951.35
Audi,Q5,2022,163160,Petrol,Automatic,Chennai,5825526.0
Nissan,Kicks,2015,20168,CNG,Automatic,Mumbai,716974.8
Mercedes,E-Class,2014,104751,Diesel,Manual,Kolkata,5934287.35
Ford,EcoSport,2001,176586,Petrol,Manual,Mumbai,50000.0
Toyota,Corolla,2016,149976,Petrol,Manual,Hyderabad,697503.6
Audi,A4,2015,74176,Electric,Manual,Kolkata,3988873.6
Audi,Q5,2024,54133,Diesel,Manual,Chennai,5911880.05
Nissan,Magnite,2006,34219,CNG,Manual,New Delhi,50000.0
Nissan,Magnite,2012,56582,Petrol,Manual,Pune,50000.0
Audi,A4,2008,77199,Electric,Manual,Mumbai,3638420.15
Hyundai,Verna,2011,183903,CNG,Automatic,Mumbai,222414.55
Honda,Jazz,2003,198797,Diesel,Manual,New Delhi,50000.0
Tata,Nexon,2004,102788,Electric,Manual,Bangalore,50000.0
Audi,A6,2014,177240,Petrol,Automatic,Bangalore,4993414.0
Toyota,Fortuner,2005,199334,Petrol,Automatic,New Delhi,2490099.9
Hyundai,Verna,2011,64669,Diesel,Automatic,Bangalore,270299.65
Mercedes,S-Class,2015,101612,Petrol,Automatic,Hyderabad,9484758.2
Tata,Harrier,2000,165175,CNG,Manual,Pune,425223.75
Ford,Endeavour,2002,67395,CNG,Automatic,New Delhi,1939890.75
Audi,A6,2019,180160,Diesel,Automatic,Kolkata,5192976.0
Hyundai,Creta,2013,78050,Electric,Manual,Kolkata,938292.5
Honda,City,2018,42887,Electric,Automatic,Bangalore,713566.95
Honda,City,2005,65839,Diesel,Manual,New Delhi,50000.0
Audi,Q5,2013,178308,Petrol,Manual,Hyderabad,5373253.8
BMW,X5,2019,93975,CNG,Manual,New Delhi,7685903.75
Audi,A6,2022,136489,Electric,Manual,New Delhi,5399526.65
Hyundai,Verna,2019,45189,Diesel,Automatic,Kolkata,643221.65
Nissan,Magnite,2000,72535,Petrol,Automatic,Hyderabad,50000.0
Hyundai,Elantra,2024,28178,Petrol,Manual,Chennai,1215773.3
Tata,Harrier,2019,91782,Petrol,Manual,Pune,1336232.7
Maruti Suzuki,Dzire,2001,195521,Diesel,Automatic,Chennai,50000.0
Audi,A6,2024,129432,Petrol,Manual,Ahmedabad,5400585.2
Maruti Suzuki,Dzire,2006,190939,Diesel,Automatic,Bangalore,50000.0
Tata,Altroz,2021,63463,Petrol,Manual,Hyderabad,340480.55
Honda,Civic,2007,96451,Electric,Manual,Kolkata,50000.0
Tata,Altroz,2011,123988,Petrol,Automatic,Chennai,50000.0
Maruti Suzuki,Dzire,2000,55659,Diesel,Automatic,Mumbai,50000.0
Nissan,Terrano,2005,168653,Diesel,Automatic,Pune,274702.05
Maruti Suzuki,Dzire,2004,77439,Electric,Manual,Mumbai,50000.0
Toyota,Innova,2007,133137,Diesel,Manual,Chennai,730029.45
Mercedes,C-Class,2000,79323,Petrol,Automatic,Bangalore,3788101.55
Mercedes,S-Class,2001,103275,Diesel,Automatic,Mumbai,8854508.75
BMW,M3,2017,140896,Electric,Automatic,New Delhi,7148865.6
Tata,Nexon,2011,186976,Diesel,Manual,Bangalore,251953.6
Tata,Harrier,2019,129235,CNG,Automatic,Pune,1330614.75
Honda,Jazz,2016,128028,Electric,Manual,Bangalore,330795.8
Honda,Jazz,2000,195220,Petrol,Manual,Mumbai,50000.0
Audi,A4,2000,193159,Diesel,Automatic,Bangalore,3251026.15
Hyundai,Verna,2009,75841,CNG,Automatic,New Delhi,138623.85
Maruti Suzuki,Vitara Brezza,2021,95483,Petrol,Manual,Mumbai,615677.55
Tata,Altroz,2000,103875,Petrol,Manual,New Delhi,50000.0
Tata,Altroz,2020,60746,CNG,Manual,Mumbai,410888.1
Tata,Nexon,2009,30879,Petrol,Manual,Pune,65368.15
Ford,Fiesta,2009,130319,Petrol,Automatic,Chennai,50000.0
Nissan,Magnite,2017,169661,Petrol,Automatic,New Delhi,224550.85
BMW,M3,2005,60850,CNG,Manual,Bangalore,6560872.5
Hyundai,Verna,2015,122120,CNG,Automatic,Mumbai,401682.0
Maruti Suzuki,Dzire,2005,66579,Electric,Manual,Mumbai,50000.0
Mercedes,C-Class,2007,69803,CNG,Automatic,Mumbai,4119529.55
Hyundai,Creta,2013,158627,Electric,Automatic,New Delhi,946205.95
BMW,M3,2008,5257,Electric,Automatic,Bangalore,6649211.45
Ford,Fiesta,2001,196988,Diesel,Automatic,Hyderabad,50000.0
Mercedes,E-Class,2021,93382,Electric,Automatic,New Delhi,6305992.7
Maruti Suzuki,Vitara Brezza,2024,70969,Electric,Automatic,Chennai,739354.65
Tata,Nexon,2000,70475,Electric,Automatic,Chennai,50000.0
Nissan,Kicks,2008,118216,CNG,Automatic,Pune,362267.6
Honda,Jazz,2018,139247,Electric,Automatic,Bangalore,429112.95
BMW,X5,2012,105891,Petrol,Manual,Pune,7284116.35
Ford,Endeavour,2023,174785,Diesel,Automatic,Mumbai,2873782.25
Maruti Suzuki,Dzire,2006,195941,Diesel,Automatic,Bangalore,50000.0
BMW,3 Series,2006,22279,Petrol,Manual,Pune,3016658.15
Toyota,Corolla,2013,31305,Electric,Manual,Mumbai,615304.25
Ford,EcoSport,2011,107237,Diesel,Automatic,Hyderabad,53914.45
Honda,City,2013,127078,Diesel,Manual,Mumbai,480938.3
BMW,X5,2012,74745,CNG,Automatic,Chennai,7388788.25
Audi,A6,2004,30430,Electric,Manual,Mumbai,4445435.5
Tata,Harrier,2001,57986,Diesel,Automatic,Hyderabad,541302.1
Ford,EcoSport,2005,172674,Electric,Automatic,Kolkata,50000.0
Tata,Harrier,2000,135278,Electric,Automatic,Chennai,379708.3
Mercedes,C-Class,2020,12710,Electric,Manual,Pune,4768093.5
Audi,A6,2012,109852,CNG,Manual,Chennai,4833522.2
Tata,Nexon,2009,165000,CNG,Manual,New Delhi,75250.0
Ford,EcoSport,2016,28144,Electric,Manual,Mumbai,345778.4
BMW,M3,2015,192297,Electric,Manual,Hyderabad,6941155.45
Audi,A6,2021,88384,Petrol,Manual,Mumbai,5336742.4
Tata,Nexon,2009,142769,Petrol,Manual,Pune,50000.0
Toyota,Corolla,2017,75852,Diesel,Manual,Kolkata,808622.2
Audi,Q5,2015,170715,Diesel,Manual,New Delhi,5474392.75
Ford,Endeavour,2010,128344,Diesel,Automatic,Kolkata,2250748.4
Nissan,Kicks,2007,13612,Petrol,Automatic,Ahmedabad,297958.2
Nissan,Magnite,2009,66230,Diesel,Manual,Chennai,50000.0
BMW,3 Series,2002,137808,Electric,Automatic,Hyderabad,2829328.8
